2014-12-14,dane,calories,2643
2014-12-14,dane,steps,16496
2014-12-17,dane,distance,6.09
2014-12-17,dane,calories,2355
2014-12-17,dane,steps,12438
2014-12-17,dane,biking,17.4
2014-12-16,dane,distance,10.74
2014-12-16,dane,weight,156.3
2014-12-16,dane,calories,2911
2014-12-16,dane,steps,21926
2013-12-12,dane,distance,8.73
2013-12-12,dane,calories,2669
2013-12-12,dane,steps,17796
2013-12-13,dane,distance,10.43
2013-12-13,dane,calories,2903
2013-12-13,dane,steps,21304
2013-12-10,dane,distance,6.85
2013-12-10,dane,weight,155.6
2013-12-10,dane,calories,2479
2013-12-10,dane,steps,13965
2013-12-11,dane,distance,5.78
2013-12-11,dane,weight,155.7
2013-12-11,dane,calories,2379
2013-12-11,dane,steps,11810
2013-12-16,dane,distance,7.91
2013-12-16,dane,weight,155.8
2013-12-16,dane,calories,2628
2013-12-16,dane,steps,16147
2013-12-17,dane,distance,6.54
2013-12-17,dane,calories,2446
2013-12-17,dane,steps,13355
2013-12-14,dane,distance,7.66
2013-12-14,dane,calories,2561
2013-12-14,dane,steps,15634
2013-12-14,dane,biking,24.0
2013-12-15,dane,distance,8.16
2013-12-15,dane,weight,156.1
2013-12-15,dane,calories,2673
2013-12-15,dane,steps,16670
2013-12-15,dane,biking,11.5
2013-12-18,dane,distance,7.09
2013-12-18,dane,calories,2476
2013-12-18,dane,steps,14473
2013-12-19,dane,distance,4.81
2013-12-19,dane,calories,2195
2013-12-19,dane,steps,9814
2014-08-10,dane,distance,9.04
2014-08-10,dane,weight,157.2
2014-08-10,dane,calories,2934
2014-08-10,dane,steps,18429
2014-08-11,dane,distance,7.92
2014-08-11,dane,weight,156.7
2014-08-11,dane,calories,2743
2014-08-11,dane,steps,16167
2014-08-11,dane,biking,13.0
2015-04-30,dane,distance,6.53
2015-04-30,dane,weight,158
2015-04-30,dane,calories,2461
2015-04-30,dane,steps,13342
2014-08-16,dane,distance,8.51
2014-08-16,dane,calories,2781
2014-08-16,dane,steps,17379
2014-08-16,dane,biking,15.8
2015-08-23,dane,distance,13.5
2015-08-23,dane,weight,158.5
2015-08-23,dane,calories,3288
2015-08-23,dane,steps,27574
2013-04-03,dane,distance,3.01
2013-04-03,dane,calories,1739
2013-04-03,dane,steps,6156
2014-08-17,dane,distance,9.91
2014-08-17,dane,calories,2883
2014-08-17,dane,steps,20248
2014-08-14,dane,distance,6.95
2014-08-14,dane,calories,2486
2014-08-14,dane,steps,14202
2015-05-27,dane,distance,8.52
2015-05-27,dane,calories,2662
2015-05-27,dane,steps,17402
2014-05-23,dane,distance,10.39
2014-05-23,dane,weight,156.8
2014-05-23,dane,calories,2938
2014-05-23,dane,steps,21191
2015-09-26,dane,distance,11.02
2015-09-26,dane,weight,157.3
