distance,steps,weight,active1,active2,active3,sedentary,calories,actcal,biking,date,month,year
6.98,14052,157.1,128,121,57,1134,2645,1351,0.0,2014-09-19,9,2014
11.63,23759,156.9,60,127,141,1112,3055,1848,0.0,2014-09-20,9,2014
10.81,22074,0,89,161,114,1076,3001,1828,0.0,2014-09-21,9,2014
18.57,37926,0,61,178,245,956,3915,2877,0.0,2014-09-22,9,2014
8.68,17677,0,91,134,81,1134,2733,1501,0.0,2014-09-23,9,2014
12.74,26011,0,87,141,161,1051,3236,2086,0.0,2014-09-24,9,2014
7.98,16305,0,82,127,79,1152,2650,1389,0.0,2014-09-25,9,2014
21.53,43958,0,80,222,275,863,4290,3349,0.0,2014-09-26,9,2014
10.21,20842,0,70,116,122,1132,2922,1671,0.0,2014-09-27,9,2014
9.15,18685,0,68,119,103,1150,2804,1526,0.0,2014-09-28,9,2014
7.25,14801,157.7,75,118,65,1182,2545,1259,19.2,2014-09-29,9,2014
5.08,10382,156.2,62,86,43,939,2254,901,0.0,2014-09-30,9,2014
6.79,13872,156.5,70,102,64,574,2480,1169,15.8,2014-10-01,10,2014
6.6,13480,155.9,40,55,86,1259,2409,1050,0.0,2014-10-02,10,2014
9.01,18400,156.4,51,184,57,1148,2716,1474,19.0,2014-10-03,10,2014
13.05,26646,156.8,123,183,135,999,3338,2217,0.0,2014-10-04,10,2014
9.8,19993,0,113,102,119,1106,2956,1697,0.0,2014-10-05,10,2014
8.03,16385,0,43,55,112,1230,2603,1265,0.0,2014-10-06,10,2014
5.14,10491,0,51,53,64,1272,2260,879,0.0,2014-10-07,10,2014
7.48,15284,158.4,55,148,49,1188,2547,1258,18.5,2014-10-08,10,2014
7.8,15938,157.9,62,123,75,1180,2603,1320,12.8,2014-10-09,10,2014
10.73,21888,0,50,91,146,1153,2939,1691,0.0,2014-10-10,10,2014
7.52,15349,0,71,85,90,1194,2573,1275,0.0,2014-10-11,10,2014
11.63,23747,0,32,162,125,1121,3036,1819,16.5,2014-10-12,10,2014
5.13,10473,156.8,67,94,41,1238,2271,929,0.0,2014-10-13,10,2014
8.2,16751,156.2,57,45,115,1223,2616,1298,0.0,2014-10-14,10,2014
8.82,18021,157.7,55,140,84,1161,2716,1455,14.7,2014-10-15,10,2014
9.76,19943,0,35,60,144,1201,2804,1503,0.0,2014-10-16,10,2014
10.09,20599,0,62,90,131,1157,2879,1620,0.0,2014-10-17,10,2014
8.14,16617,0,96,106,88,1150,2688,1433,23.3,2014-10-18,10,2014
11.36,23201,0,71,163,110,1096,3046,1851,12.6,2014-10-19,10,2014
7.27,14854,158.3,59,99,76,1206,2532,1222,8.6,2014-10-20,10,2014
6.92,14130,157.6,64,50,93,1233,2484,1149,12.6,2014-10-21,10,2014
7.19,14662,158.7,64,103,76,1197,2540,1234,18.6,2014-10-22,10,2014
9.3,18715,158.1,80,159,67,1134,2793,1560,17.7,2014-10-23,10,2014
10.13,20685,0,65,97,130,1148,2888,1642,0.0,2014-10-24,10,2014
9.63,19663,0,73,148,92,1127,2837,1610,11.5,2014-10-25,10,2014
8.26,16871,0,53,87,103,1197,2649,1348,10.0,2014-10-26,10,2014
5.88,12014,158.4,78,113,44,1205,2391,1073,15.8,2014-10-27,10,2014
3.92,8000,157.7,600,0,0,840,2202,1296,0.0,2014-10-28,10,2014
8.67,17697,156.7,41,162,65,1172,2662,1396,15.8,2014-10-29,10,2014
7.25,14803,156.8,58,54,100,1228,2520,1190,0.0,2014-10-30,10,2014
8.29,16924,157.8,56,83,104,1197,2644,1345,0.0,2014-10-31,10,2014
8.8,17956,0,94,90,114,1142,2765,1513,0.0,2014-11-01,11,2014
10.68,21811,0,712,7,9,712,3017,1384,0.0,2014-11-02,11,2014
7.91,16138,158.3,76,112,76,1176,2628,1349,12.6,2014-11-03,11,2014
6.72,13722,156.6,58,84,75,1223,2461,1127,0.0,2014-11-04,11,2014
6.37,13005,158.3,50,90,65,1235,2414,1073,12.6,2014-11-05,11,2014
5.96,12175,157.7,51,70,66,1253,2362,999,0.0,2014-11-06,11,2014
11.08,22364,0,37,72,155,1176,2957,1686,0.0,2014-11-07,11,2014
13.87,28327,0,54,136,173,1077,3309,2143,15.3,2014-11-08,11,2014
10.97,22370,0,67,112,142,1119,2998,1787,0.0,2014-11-09,11,2014
8.56,17228,157.2,50,91,101,1198,2676,1375,14.6,2014-11-10,11,2014
7.65,15605,156.6,80,85,88,1187,2604,1310,0.0,2014-11-11,11,2014
9.78,19976,156.7,45,68,137,1190,2808,1520,0.0,2014-11-12,11,2014
8.65,17657,0,41,62,126,1211,2677,1365,0.0,2014-11-13,11,2014
5.54,11318,0,68,53,65,1254,2314,958,0.0,2014-11-14,11,2014
5.52,11268,156.3,63,81,54,1242,2310,960,14.9,2014-11-15,11,2014
8.44,17119,0,48,63,116,1213,2644,1329,0.0,2014-11-16,11,2014
6.1,12456,0,54,59,79,1248,2376,1024,0.0,2014-11-17,11,2014
9.06,18503,0,119,91,108,1122,2825,1596,0.0,2014-11-18,11,2014
6.79,13859,0,80,75,81,1204,2498,1188,0.0,2014-11-19,11,2014
5.82,11891,157.1,65,54,73,1248,2354,1001,0.0,2014-11-20,11,2014
7.79,15917,157.8,82,85,83,1190,2617,1324,0.0,2014-11-21,11,2014
10.41,21233,159.5,104,167,102,1067,3001,1826,0.0,2014-11-22,11,2014
11.88,24270,0,559,68,50,763,2779,1954,13.5,2014-11-23,11,2014
7.64,15601,0,54,60,102,1224,2566,1241,0.0,2014-11-24,11,2014
7.14,14573,0,59,59,90,1232,2500,1168,0.0,2014-11-25,11,2014
7.88,16102,156.1,93,106,77,1164,2630,1367,18.5,2014-11-26,11,2014
9.51,19413,156.1,109,118,99,1114,2859,1639,14.0,2014-11-27,11,2014
12.07,24660,159.6,85,124,147,1084,3169,1982,0.0,2014-11-28,11,2014
9.33,19062,159,78,107,113,1142,2820,1576,0.0,2014-11-29,11,2014
9.53,19463,158.5,89,86,121,1144,2843,1593,0.0,2014-11-30,11,2014
7.21,14712,158.4,67,68,87,1089,2392,1208,3.0,2014-12-01,12,2014
3.9,7970,157.4,55,50,43,1292,2113,710,0.0,2014-12-02,12,2014
6.25,12764,158.1,66,70,73,1231,2411,1073,0.0,2014-12-03,12,2014
9.07,18484,157.8,72,84,109,1175,2769,1491,12.8,2014-12-04,12,2014
6.59,13451,157.3,59,53,87,1241,2435,1092,0.0,2014-12-05,12,2014
12.16,24842,0,58,178,113,1091,3134,1943,22.0,2014-12-06,12,2014
9.77,19959,159.2,52,70,136,1182,2842,1550,5.0,2014-12-07,12,2014
9.1,18519,0,74,135,91,1140,2773,1535,6.0,2014-12-08,12,2014
11.04,22434,0,64,103,140,902,3004,1772,6.5,2014-12-09,12,2014
9.33,19049,0,69,68,124,449,2786,1507,9.9,2014-12-10,12,2014
10.64,21721,0,75,95,141,1129,2968,1740,0.0,2014-12-11,12,2014
7.22,14694,0,68,82,84,1206,2560,1227,0.0,2014-12-12,12,2014
12.57,25624,157.4,95,94,165,1086,3228,2046,0.0,2014-12-13,12,2014
8.08,16496,157.4,68,65,108,1199,2643,1340,0.0,2014-12-14,12,2014
4.76,9719,157.3,68,70,48,1254,2235,874,0.0,2014-12-15,12,2014
10.74,21926,156.3,35,64,159,1182,2911,1635,0.0,2014-12-16,12,2014
6.09,12438,0,47,48,82,1263,2355,993,17.4,2014-12-17,12,2014
7.3,14917,0,65,86,87,1202,2535,1235,0.0,2014-12-18,12,2014
6.61,13471,156.2,74,96,65,1205,2459,1152,0.0,2014-12-19,12,2014
11.16,22795,158.6,113,173,97,1057,3080,1920,15.6,2014-12-20,12,2014
9.45,19294,157.8,108,107,109,1116,2866,1647,0.0,2014-12-21,12,2014
6.7,13684,158.6,87,97,65,1191,2501,1200,20.9,2014-12-22,12,2014
6.87,14024,158.7,72,110,56,1202,2504,1192,10.0,2014-12-23,12,2014
8.42,17192,159.3,67,102,101,1170,2703,1423,0.0,2014-12-24,12,2014
11.58,23657,159.3,88,59,134,1159,3109,1571,0.0,2014-12-25,12,2014
18.52,37833,160,81,241,191,927,3958,2939,31.5,2014-12-26,12,2014
10.89,22245,158.4,90,116,131,1103,3023,1820,10.0,2014-12-27,12,2014
9.43,19266,0,60,59,133,1188,2805,1510,0.0,2014-12-28,12,2014
5.39,10980,160.3,42,45,68,1285,2293,888,0.0,2014-12-29,12,2014
9.2,18702,158.7,64,97,104,1175,2776,1495,0.0,2014-12-30,12,2014
5.81,11853,158.4,60,66,64,1250,2351,991,0.0,2014-12-31,12,2014
